customer_id,contract_type,payment_method,internet_service,tech_support,has_multiple_lines,senior_citizen,customer_satisfaction_level,competitor_offer_recent,tenure_months,monthly_charges_kes,total_charges_kes,num_support_tickets,partner_dependents_count,avg_monthly_data_usage_gb,satisfaction_survey_score,churn
897,One Year,Electronic Check,DSL,No,No,No,Medium,Yes,17.2,4706.0,82177.0,2,0,82.2,3.2,Yes
898,Month-to-Month,Credit Card,None,Yes,No,No,Medium,No,6.7,4440.0,30216.0,1,1,,3.7,No
899,Two Year,Electronic Check,None,No,Yes,No,High,No,24.4,4767.0,119482.0,2,0,,4.6,No
900,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,No,Low,Yes,16.9,2728.0,44354.0,2,2,8.5,4.1,Yes
901,One Year,Bank Transfer,DSL,No,No,No,Low,No,21.5,6473.0,117915.0,0,4,79.1,2.7,No
902,Month-to-Month,Credit Card,Fiber Optic,No,Yes,Yes,High,Yes,18.8,3542.0,68319.0,0,5,42.0,3.9,Yes
903,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,Medium,No,46.2,3736.0,181135.0,5,0,22.1,3.5,Yes
904,One Year,Electronic Check,Fiber Optic,No,No,Yes,Medium,No,19.5,2142.0,41345.0,1,0,32.1,3.4,No
905,Month-to-Month,Electronic Check,None,No,No,No,High,No,61.4,4421.0,289800.0,4,0,,3.0,No
906,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Medium,No,12.5,1324.0,16573.0,4,1,15.8,1.8,No
907,Two Year,Bank Transfer,DSL,No,Yes,No,High,No,58.5,5832.0,340696.0,1,0,32.9,3.8,No
908,Month-to-Month,Electronic Check,DSL,No,No,Yes,High,No,72.0,3249.0,239968.0,4,0,48.4,,No
909,Month-to-Month,Electronic Check,DSL,No,No,No,High,No,21.7,6024.0,125485.0,5,0,35.8,1.0,Yes
910,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,High,No,1.6,4300.0,6765.0,2,0,27.6,2.8,Yes
911,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,No,Medium,Yes,19.5,4680.0,99991.0,3,2,36.2,2.7,Yes
912,Month-to-Month,Credit Card,DSL,Yes,No,No,Low,No,63.4,4061.0,248219.0,3,1,53.5,3.8,Yes
913,Two Year,Electronic Check,Fiber Optic,No,No,No,Low,No,49.2,3624.0,175162.0,0,2,49.0,2.8,No
914,Month-to-Month,Electronic Check,None,No,No,Yes,Low,Yes,18.1,2292.0,37410.0,3,1,,5.0,Yes
915,One Year,Credit Card,Fiber Optic,No,Yes,Yes,Low,No,4.7,1017.0,4856.0,3,2,27.1,4.2,Yes
916,Two Year,Bank Transfer,DSL,No,No,No,High,No,34.9,4173.0,144417.0,0,0,25.2,2.6,No
917,Month-to-Month,Electronic Check,DSL,Yes,No,No,High,Yes,57.9,2342.0,140938.0,0,0,9.2,3.4,No
918,Two Year,Electronic Check,Fiber Optic,No,Yes,No,High,Yes,44.7,6592.0,295238.0,1,1,13.2,2.8,No
919,Month-to-Month,Bank Transfer,DSL,No,No,No,Medium,Yes,33.8,3318.0,110589.0,6,1,36.8,3.1,Yes
920,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Medium,No,10.8,4248.0,45164.0,3,1,49.7,3.6,Yes
921,Month-to-Month,Credit Card,None,No,No,No,High,No,14.6,3073.0,46055.0,4,2,,3.0,No
922,Month-to-Month,Electronic Check,None,No,No,No,High,No,21.6,4564.0,87845.0,1,0,,3.5,No
923,One Year,Bank Transfer,DSL,No,Yes,No,High,No,9.0,4392.0,41725.0,4,1,35.9,4.0,No
924,One Year,Credit Card,None,No,No,Yes,Medium,No,20.2,3781.0,73110.0,4,1,,,No
925,Two Year,Bank Transfer,Fiber Optic,No,No,No,Medium,No,49.6,1533.0,80858.0,1,1,37.8,3.4,No
926,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,No,Medium,Yes,7.0,4757.0,35016.0,0,3,43.3,2.4,Yes
927,Month-to-Month,Credit Card,None,No,No,No,High,No,3.8,3301.0,13378.0,2,1,,3.5,No
928,One Year,Credit Card,Fiber Optic,Yes,No,No,Medium,Yes,6.4,3271.0,19842.0,3,1,12.2,3.7,No
929,Month-to-Month,Credit Card,None,No,No,No,Low,No,38.8,2420.0,84288.0,1,0,,4.2,No
930,Month-to-Month,Credit Card,Fiber Optic,No,No,No,Medium,Yes,36.1,4925.0,161972.0,0,2,54.8,5.0,Yes
931,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,Low,No,14.0,3371.0,48555.0,0,0,47.2,1.4,No
932,One Year,Credit Card,Fiber Optic,Yes,No,No,High,Yes,45.8,3817.0,163700.0,2,0,73.9,3.1,No
933,One Year,Credit Card,None,Yes,Yes,No,High,No,12.9,3365.0,43490.0,4,3,,3.7,No
934,One Year,Electronic Check,None,Yes,Yes,No,Low,Yes,36.3,2520.0,91261.0,2,0,,3.5,No
935,One Year,Bank Transfer,Fiber Optic,No,Yes,No,Medium,Yes,17.1,4470.0,75247.0,3,2,110.1,4.5,No
936,One Year,Electronic Check,DSL,Yes,No,No,Medium,No,8.5,5184.0,43204.0,0,1,33.9,4.1,No
937,One Year,Bank Transfer,DSL,Yes,No,No,Medium,Yes,34.1,2907.0,98690.0,0,0,37.4,4.2,No
938,Two Year,Credit Card,Fiber Optic,Yes,No,No,Medium,No,41.5,5649.0,234139.0,1,2,55.1,4.3,No
939,Month-to-Month,Bank Transfer,DSL,No,Yes,No,Low,No,48.1,2422.0,105271.0,4,0,71.5,4.6,No
940,Month-to-Month,Bank Transfer,DSL,Yes,Yes,No,Low,No,17.5,2766.0,47235.0,0,5,26.2,3.7,No
941,Two Year,Mailed Check,Fiber Optic,No,No,No,Medium,No,72.0,4344.0,301298.0,1,0,70.7,3.8,No
942,One Year,Bank Transfer,None,No,Yes,Yes,Low,No,72.0,1606.0,111894.0,3,0,,3.3,No
943,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,High,Yes,1.1,4523.0,4734.0,1,0,109.1,4.5,No
944,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,Medium,No,16.1,4479.0,74766.0,2,1,32.1,5.0,Yes
945,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Medium,No,35.8,4157.0,147036.0,3,1,51.5,3.1,No
946,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,Medium,No,36.1,6562.0,244713.0,2,1,125.4,4.4,No
947,Two Year,Electronic Check,Fiber Optic,No,Yes,Yes,High,No,13.2,3454.0,43538.0,3,1,25.3,1.9,No
948,Two Year,Mailed Check,Fiber Optic,No,Yes,No,Low,No,24.6,2654.0,60393.0,1,1,69.6,3.6,No
949,Two Year,Bank Transfer,DSL,No,No,Yes,Medium,No,49.2,3697.0,170864.0,1,1,36.7,3.7,No
950,Month-to-Month,Credit Card,DSL,Yes,No,No,Medium,No,63.5,5771.0,372665.0,2,1,11.8,4.0,No
951,One Year,Credit Card,None,No,No,No,Low,No,7.2,4757.0,33316.0,2,2,,3.4,No
952,One Year,Mailed Check,DSL,No,No,No,Low,Yes,34.9,3011.0,100698.0,0,0,112.8,,No
953,Two Year,Credit Card,Fiber Optic,Yes,Yes,No,High,No,72.0,5426.0,390019.0,1,0,77.5,3.5,No
954,One Year,Mailed Check,DSL,Yes,No,Yes,Low,No,25.2,3888.0,97684.0,1,0,68.5,3.1,No
955,Month-to-Month,Mailed Check,DSL,No,Yes,No,High,No,15.4,4994.0,76268.0,0,2,14.9,3.3,Yes
956,Two Year,Electronic Check,Fiber Optic,No,Yes,No,Medium,No,36.4,3361.0,122744.0,3,1,63.8,,No
957,Two Year,Bank Transfer,Fiber Optic,Yes,Yes,Yes,Medium,No,48.4,4185.0,190931.0,3,2,8.6,4.2,No
958,One Year,Bank Transfer,DSL,No,Yes,No,Low,Yes,20.3,3437.0,72444.0,2,1,58.8,,No
959,Two Year,Electronic Check,None,Yes,Yes,No,Low,No,65.8,4457.0,280499.0,1,2,,2.5,No
960,Month-to-Month,Credit Card,DSL,No,No,No,Medium,Yes,5.7,4385.0,25674.0,1,2,90.6,4.1,Yes
961,Two Year,Credit Card,DSL,No,Yes,No,Low,No,3.9,3689.0,14053.0,2,0,27.2,3.6,No
962,Month-to-Month,Electronic Check,DSL,Yes,No,No,Medium,Yes,27.3,3718.0,106780.0,3,4,28.6,2.8,No
963,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,Medium,Yes,13.9,2644.0,37303.0,3,2,53.1,3.7,Yes
964,One Year,Electronic Check,None,No,Yes,No,High,No,3.5,4402.0,14105.0,2,2,,3.9,No
965,One Year,Bank Transfer,DSL,Yes,No,No,Low,No,66.0,4096.0,264791.0,1,4,132.6,2.0,No
966,One Year,Electronic Check,DSL,No,No,No,High,No,15.9,3003.0,48426.0,3,2,28.6,3.8,No
967,One Year,Electronic Check,DSL,Yes,Yes,Yes,Medium,Yes,35.9,4502.0,166721.0,1,0,13.2,2.8,No
968,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,Medium,No,10.3,3732.0,38716.0,2,0,31.4,2.5,Yes
969,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,Yes,Low,No,56.0,2116.0,113734.0,3,3,6.7,2.4,No
970,Month-to-Month,Mailed Check,Fiber Optic,No,No,Yes,High,No,26.7,2066.0,52413.0,2,1,22.7,3.5,No
971,One Year,Credit Card,DSL,No,No,No,Medium,No,35.1,2751.0,94325.0,1,0,36.5,3.3,No
972,Two Year,Electronic Check,Fiber Optic,No,Yes,Yes,Medium,No,25.9,5418.0,140960.0,1,3,33.9,3.7,No
973,Two Year,Bank Transfer,Fiber Optic,No,No,No,Low,Yes,7.8,3039.0,23639.0,2,3,51.2,2.9,No
974,Month-to-Month,Electronic Check,DSL,Yes,No,No,High,Yes,6.5,7782.0,49899.0,1,1,23.0,3.4,Yes
975,One Year,Credit Card,DSL,Yes,No,No,High,Yes,7.9,3787.0,31027.0,2,2,41.1,2.4,No
976,One Year,Bank Transfer,Fiber Optic,Yes,Yes,No,High,No,72.0,1845.0,136667.0,0,1,59.7,2.1,No
977,Two Year,Electronic Check,DSL,No,No,No,Low,Yes,31.6,2966.0,89333.0,2,1,6.0,3.5,No
978,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,No,Low,Yes,4.3,1852.0,7354.0,1,3,44.6,3.9,Yes
979,One Year,Bank Transfer,Fiber Optic,No,No,No,Medium,No,5.5,3708.0,19672.0,1,3,108.8,3.2,No
980,One Year,Electronic Check,None,No,No,No,Medium,Yes,28.8,4662.0,127172.0,1,2,,3.7,No
981,One Year,Electronic Check,None,No,No,No,Low,No,33.6,992.0,37452.0,1,1,,1.8,No
982,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,Medium,No,25.8,3130.0,83535.0,4,2,19.8,2.4,No
983,Month-to-Month,Credit Card,Fiber Optic,No,No,No,High,Yes,14.6,4764.0,67285.0,1,1,46.4,2.0,No
984,One Year,Bank Transfer,None,No,No,No,High,No,33.3,3168.0,102587.0,1,2,,3.6,No
985,Month-to-Month,Credit Card,Fiber Optic,No,No,No,Low,No,4.0,1886.0,8211.0,2,1,31.8,3.7,No
986,Two Year,Credit Card,DSL,Yes,No,No,High,No,72.0,4627.0,294734.0,3,3,14.3,3.8,No
987,One Year,Electronic Check,DSL,No,No,No,Medium,No,29.6,3368.0,95642.0,2,1,46.4,3.3,No
988,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No,Medium,Yes,40.0,500.0,18783.0,2,2,42.9,3.7,No
989,Month-to-Month,Electronic Check,None,No,Yes,No,High,No,22.8,2970.0,67517.0,0,3,,3.6,No
990,Month-to-Month,Credit Card,DSL,No,Yes,Yes,High,Yes,43.5,4497.0,220179.0,1,1,41.9,5.0,No
991,Month-to-Month,Bank Transfer,None,Yes,No,No,Low,No,41.1,4865.0,201720.0,2,2,,3.7,No
992,Two Year,Mailed Check,None,Yes,No,No,Low,No,40.0,1111.0,45881.0,4,2,,5.0,No
993,One Year,Bank Transfer,Fiber Optic,No,Yes,No,Low,No,19.8,4056.0,72807.0,2,0,53.3,2.7,No
994,One Year,Electronic Check,DSL,No,No,Yes,Low,No,10.6,3740.0,41480.0,2,0,56.7,3.2,No
995,Two Year,Credit Card,None,Yes,Yes,No,Medium,No,5.3,4206.0,23775.0,2,0,,5.0,No
996,Month-to-Month,Credit Card,None,No,Yes,Yes,Medium,No,49.5,4227.0,204531.0,3,1,,3.9,No
997,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,No,Low,No,3.5,1463.0,5134.0,2,2,48.3,3.9,No
998,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,High,Yes,72.0,870.0,64265.0,0,3,94.4,4.1,No
999,Month-to-Month,Credit Card,DSL,No,Yes,No,High,Yes,23.6,4367.0,105398.0,2,1,11.2,3.5,No
1000,Month-to-Month,Credit Card,Fiber Optic,No,No,Yes,High,No,32.2,2920.0,93153.0,0,2,12.9,3.8,No
1001,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,Medium,No,14.4,2560.0,36825.0,3,0,12.3,4.2,No
1002,One Year,Electronic Check,None,No,No,No,Medium,Yes,37.2,5406.0,197990.0,2,0,,2.8,No
1003,Month-to-Month,Bank Transfer,DSL,No,No,Yes,High,No,11.4,1757.0,19063.0,0,1,32.9,,No
1004,One Year,Credit Card,Fiber Optic,No,No,Yes,Medium,Yes,10.0,2068.0,19027.0,1,3,106.8,3.6,No
1005,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,Yes,Low,No,9.0,5944.0,52951.0,1,1,84.3,5.0,Yes
1006,Month-to-Month,Electronic Check,None,Yes,No,No,Medium,No,34.7,5218.0,184780.0,2,2,,2.5,Yes
1007,One Year,Electronic Check,Fiber Optic,No,No,No,Medium,No,25.7,2002.0,52872.0,3,1,65.5,1.8,Yes
1008,Month-to-Month,Credit Card,DSL,No,Yes,No,Medium,Yes,49.1,3242.0,178885.0,4,2,107.5,3.5,No
1009,Month-to-Month,Mailed Check,None,No,No,No,Low,No,26.9,3347.0,89308.0,1,2,,4.7,No
1010,Month-to-Month,Mailed Check,DSL,No,Yes,Yes,High,No,15.2,3174.0,53134.0,0,0,47.7,3.9,No
1011,Month-to-Month,Electronic Check,DSL,No,No,No,High,No,22.0,3118.0,70421.0,4,2,11.3,2.8,No
1012,Month-to-Month,Credit Card,Fiber Optic,No,No,No,Low,No,33.6,898.0,30487.0,1,0,139.3,2.0,No
1013,Month-to-Month,Credit Card,DSL,No,No,No,High,No,14.8,2682.0,38901.0,0,0,38.5,5.0,No
1014,One Year,Electronic Check,None,Yes,No,No,High,No,8.2,4892.0,43382.0,2,1,,3.9,No
1015,One Year,Mailed Check,Fiber Optic,No,No,No,Medium,No,17.7,2381.0,44503.0,1,1,49.5,1.8,No
1016,Two Year,Electronic Check,Fiber Optic,Yes,Yes,No,Medium,No,46.0,6117.0,281905.0,1,0,36.2,4.9,No
1017,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Medium,Yes,46.6,6211.0,314955.0,1,0,54.3,4.0,No
1018,One Year,Bank Transfer,DSL,No,No,No,High,No,14.8,6762.0,105181.0,1,1,117.7,,No
1019,Month-to-Month,Mailed Check,DSL,No,Yes,No,Medium,No,57.7,5528.0,334579.0,2,1,42.5,3.2,Yes
1020,Two Year,Electronic Check,Fiber Optic,No,No,No,Low,No,16.3,2249.0,36181.0,3,3,69.4,3.5,No
1021,One Year,Electronic Check,Fiber Optic,No,Yes,No,Medium,No,18.8,4613.0,91190.0,2,2,52.0,4.0,No
1022,One Year,Electronic Check,Fiber Optic,No,No,No,Medium,No,42.4,4565.0,194656.0,1,1,52.9,2.4,No
1023,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,Yes,High,No,6.1,4081.0,24353.0,1,2,42.8,5.0,No
1024,Two Year,Electronic Check,DSL,No,No,No,Medium,No,21.4,4664.0,95304.0,2,0,25.4,,No
1025,Month-to-Month,Mailed Check,DSL,No,No,No,Low,Yes,6.6,5017.0,31023.0,2,0,93.5,2.9,Yes
1026,One Year,Bank Transfer,Fiber Optic,Yes,Yes,No,Low,No,27.6,3395.0,88827.0,2,1,92.4,4.5,No
1027,Month-to-Month,Credit Card,Fiber Optic,No,Yes,Yes,Low,No,38.1,3438.0,125320.0,1,0,16.4,5.0,Yes
1028,Month-to-Month,Mailed Check,DSL,No,No,No,Medium,No,19.8,4137.0,79892.0,0,1,36.7,4.3,No
1029,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,Medium,No,21.0,4997.0,107277.0,4,0,78.8,1.7,Yes
1030,Month-to-Month,Mailed Check,Fiber Optic,No,No,Yes,Low,Yes,53.6,4266.0,224997.0,1,0,82.7,,No
1031,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,Medium,No,13.2,4698.0,64355.0,2,1,115.0,2.0,Yes
1032,One Year,Bank Transfer,DSL,Yes,No,No,Low,No,12.0,5245.0,62055.0,0,1,37.0,2.2,No
1033,Month-to-Month,Credit Card,DSL,No,Yes,No,Medium,No,34.7,500.0,16974.0,2,0,6.0,4.0,No
1034,Month-to-Month,Credit Card,DSL,No,Yes,No,Medium,No,9.9,3681.0,37993.0,3,4,47.0,2.5,No
1035,Month-to-Month,Electronic Check,None,Yes,No,No,Medium,No,3.6,1835.0,6475.0,3,1,,,No
1036,One Year,Credit Card,DSL,No,No,No,Medium,Yes,11.0,3655.0,37862.0,1,1,9.3,4.7,No
1037,Two Year,Credit Card,DSL,No,Yes,No,Medium,Yes,58.5,5351.0,281274.0,0,2,56.9,3.7,No
1038,One Year,Electronic Check,None,No,Yes,No,Low,No,6.7,6762.0,45438.0,1,2,,3.8,No
1039,Month-to-Month,Bank Transfer,DSL,No,No,No,Medium,No,13.3,3477.0,52511.0,1,0,34.4,3.0,No
1040,One Year,Electronic Check,None,No,No,Yes,Low,No,3.4,2859.0,10350.0,2,0,,4.4,No
1041,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Low,No,50.9,4334.0,215787.0,1,0,45.2,3.4,Yes
1042,One Year,Credit Card,Fiber Optic,No,No,No,Medium,No,2.6,7509.0,20401.0,1,2,87.6,4.8,Yes
1043,One Year,Electronic Check,DSL,Yes,No,No,High,No,10.4,5093.0,53760.0,1,1,145.1,3.7,No
1044,One Year,Credit Card,None,No,Yes,No,Medium,Yes,38.1,3150.0,122496.0,2,1,,2.1,No
1045,Two Year,Mailed Check,Fiber Optic,Yes,No,No,High,Yes,7.6,4798.0,36630.0,1,0,29.6,4.3,No
1046,Two Year,Credit Card,Fiber Optic,No,No,No,Medium,No,21.2,3615.0,77419.0,1,0,26.0,3.3,No
1047,Month-to-Month,Bank Transfer,Fiber Optic,Yes,Yes,No,High,No,32.4,4471.0,147041.0,2,2,72.9,1.3,Yes
1048,One Year,Credit Card,Fiber Optic,Yes,No,No,Low,No,38.0,6133.0,216766.0,2,1,125.8,,No
1049,Month-to-Month,Credit Card,None,No,No,No,Low,No,20.1,6053.0,120698.0,1,1,,4.1,No
1050,One Year,Bank Transfer,Fiber Optic,No,Yes,No,Medium,No,4.7,6956.0,30895.0,1,1,29.4,3.8,No
1051,Two Year,Bank Transfer,Fiber Optic,Yes,No,No,Low,Yes,26.2,3959.0,98419.0,0,0,56.8,1.9,No
1052,Month-to-Month,Electronic Check,None,No,No,No,Low,No,64.4,3308.0,201472.0,0,1,,3.5,No
1053,Month-to-Month,Credit Card,DSL,No,Yes,No,High,No,49.2,500.0,22458.0,2,1,71.7,5.0,No
1054,One Year,Electronic Check,DSL,Yes,No,No,Medium,Yes,58.3,3988.0,237774.0,4,1,15.0,3.4,No
1055,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No,Medium,No,19.0,2775.0,53825.0,1,2,104.7,1.2,No
1056,One Year,Bank Transfer,Fiber Optic,No,No,Yes,Medium,No,39.1,2416.0,93813.0,1,0,27.2,2.9,No
1057,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,Medium,Yes,37.3,1440.0,53885.0,2,1,52.6,4.3,Yes
1058,Month-to-Month,Bank Transfer,DSL,No,No,No,Medium,Yes,58.2,4459.0,269734.0,3,3,20.7,5.0,Yes
1059,One Year,Bank Transfer,Fiber Optic,No,No,Yes,High,No,72.0,1890.0,129974.0,3,2,26.1,4.3,No
1060,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,Low,No,16.3,3539.0,58501.0,1,2,27.7,2.2,No
1061,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No,High,Yes,72.0,4560.0,321787.0,4,0,125.1,,No
1062,Month-to-Month,Credit Card,DSL,No,Yes,No,Medium,Yes,57.1,6550.0,329393.0,1,1,101.8,3.1,No
1063,One Year,Credit Card,DSL,Yes,No,Yes,High,Yes,33.4,1684.0,57204.0,2,1,86.4,4.5,No
1064,Two Year,Credit Card,Fiber Optic,No,Yes,No,Medium,No,17.7,5372.0,106213.0,3,2,113.5,3.6,No
1065,Month-to-Month,Bank Transfer,DSL,No,No,Yes,Medium,No,30.2,5279.0,152255.0,2,1,55.0,4.5,No
1066,One Year,Electronic Check,None,No,No,No,High,No,20.6,3434.0,68131.0,1,1,,3.7,No
1067,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,High,No,29.3,4050.0,106448.0,2,0,49.2,3.3,No
1068,One Year,Mailed Check,DSL,No,No,No,Medium,No,38.9,3641.0,148618.0,2,1,14.3,3.2,No
1069,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,No,Low,No,32.8,500.0,16045.0,3,1,21.2,5.0,No
1070,Month-to-Month,Credit Card,DSL,No,No,No,High,No,42.5,2282.0,97704.0,1,1,66.5,5.0,No
1071,One Year,Credit Card,DSL,No,Yes,Yes,Low,Yes,41.9,2316.0,98739.0,2,0,11.0,2.1,No
1072,Month-to-Month,Electronic Check,None,Yes,No,No,Medium,No,44.4,2897.0,132956.0,3,0,,2.6,No
1073,One Year,Mailed Check,DSL,Yes,No,No,High,No,25.8,2746.0,72427.0,1,1,12.1,2.7,No
1074,Two Year,Electronic Check,DSL,Yes,No,No,High,No,4.6,4181.0,19516.0,3,2,62.6,4.6,No
1075,Month-to-Month,Electronic Check,DSL,No,Yes,No,Medium,No,17.5,4470.0,76554.0,0,0,7.8,3.5,No
1076,One Year,Credit Card,DSL,Yes,No,Yes,High,No,35.8,4282.0,164172.0,1,1,31.2,4.5,No
1077,One Year,Bank Transfer,None,Yes,Yes,No,Low,No,8.6,2253.0,19002.0,2,1,,1.4,Yes
1078,One Year,Credit Card,Fiber Optic,No,No,No,Medium,No,30.7,4261.0,128744.0,2,1,87.4,2.3,No
1079,One Year,Electronic Check,Fiber Optic,No,No,No,High,No,39.0,3960.0,151614.0,1,1,68.9,2.4,No
1080,Month-to-Month,Electronic Check,DSL,No,No,No,Medium,No,36.2,4108.0,152237.0,3,2,39.1,4.5,Yes
1081,Month-to-Month,Bank Transfer,DSL,No,No,No,High,No,21.0,4294.0,89798.0,0,1,59.7,2.4,No
1082,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,No,Low,No,7.9,2775.0,22522.0,1,1,62.7,5.0,Yes
1083,One Year,Bank Transfer,Fiber Optic,Yes,No,No,Medium,No,27.8,4184.0,124447.0,4,1,35.4,,Yes
1084,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,High,No,72.0,5646.0,384163.0,0,2,15.5,3.9,No
1085,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,Medium,Yes,33.0,3623.0,120249.0,4,1,31.3,4.9,Yes
1086,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,High,Yes,26.9,1959.0,47278.0,2,1,70.8,3.7,Yes
1087,One Year,Electronic Check,None,No,Yes,No,High,No,72.0,4741.0,346860.0,3,1,,2.1,No
1088,Month-to-Month,Credit Card,Fiber Optic,No,No,No,High,No,20.0,1481.0,29536.0,2,4,28.7,1.5,No
1089,One Year,Electronic Check,None,Yes,Yes,No,Low,No,3.3,5580.0,18508.0,2,0,,3.6,Yes
1090,Month-to-Month,Electronic Check,DSL,No,No,No,Medium,No,72.0,3764.0,267548.0,0,2,102.3,3.0,No
1091,One Year,Mailed Check,DSL,No,Yes,Yes,Medium,No,46.8,4047.0,182347.0,1,2,45.6,3.7,No
1092,One Year,Electronic Check,Fiber Optic,Yes,Yes,Yes,High,Yes,70.1,1123.0,79707.0,1,2,56.0,2.7,No
1093,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,Medium,Yes,10.5,3022.0,30549.0,4,0,42.9,3.5,Yes
1094,One Year,Electronic Check,Fiber Optic,No,Yes,No,Medium,No,72.0,3627.0,284313.0,0,2,55.5,4.4,No
1095,Month-to-Month,Mailed Check,DSL,No,No,No,High,No,16.7,6187.0,97905.0,1,3,83.8,4.6,No
1096,Month-to-Month,Electronic Check,DSL,No,No,No,Medium,No,31.6,5960.0,196701.0,2,1,71.5,2.5,Yes
1097,One Year,Electronic Check,Fiber Optic,No,No,Yes,Low,No,41.2,5565.0,234935.0,1,0,72.9,1.6,Yes
1098,Two Year,Mailed Check,None,No,Yes,No,Medium,Yes,9.7,3690.0,37060.0,1,0,,4.2,No
1099,Month-to-Month,Electronic Check,DSL,No,Yes,No,Low,No,6.3,2921.0,18081.0,0,1,28.6,3.2,No
1100,One Year,Electronic Check,DSL,No,No,No,Medium,No,46.5,2998.0,135662.0,0,2,39.2,4.5,No
1101,One Year,Electronic Check,None,No,No,Yes,Low,No,30.5,4855.0,160892.0,3,1,,3.3,No
1102,Month-to-Month,Bank Transfer,DSL,No,Yes,Yes,High,Yes,45.0,8338.0,409170.0,2,0,27.2,2.2,No
1103,One Year,Electronic Check,Fiber Optic,No,Yes,Yes,Medium,No,44.1,3421.0,165583.0,2,0,13.1,3.3,No
1104,Month-to-Month,Bank Transfer,DSL,No,No,No,Low,No,42.5,3674.0,155700.0,2,0,46.3,,No
1105,One Year,Electronic Check,Fiber Optic,Yes,No,No,Medium,Yes,24.4,2918.0,69570.0,2,1,114.1,4.0,No
1106,Two Year,Electronic Check,DSL,No,No,No,Medium,No,39.6,4136.0,171756.0,2,1,105.1,3.1,No
1107,Month-to-Month,Electronic Check,DSL,No,No,No,High,No,26.9,2281.0,57673.0,3,2,76.3,3.6,No
1108,One Year,Credit Card,None,No,Yes,No,Medium,No,31.7,3039.0,101128.0,2,2,,1.8,No
1109,Month-to-Month,Credit Card,DSL,Yes,No,No,Low,Yes,43.5,5152.0,243910.0,1,1,45.9,,Yes
1110,Month-to-Month,Electronic Check,DSL,No,No,Yes,Low,Yes,16.2,4610.0,72782.0,2,0,62.0,,Yes
1111,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,Low,Yes,38.0,4990.0,190211.0,0,1,38.0,3.1,Yes
1112,Month-to-Month,Bank Transfer,None,Yes,Yes,No,Medium,No,13.5,4183.0,56033.0,2,2,,4.1,No
1113,One Year,Electronic Check,Fiber Optic,No,Yes,Yes,High,Yes,41.0,2738.0,120836.0,2,0,29.4,3.2,No
1114,Two Year,Bank Transfer,DSL,Yes,Yes,No,Medium,No,3.2,3630.0,11610.0,1,1,18.1,2.8,No
1115,Month-to-Month,Credit Card,Fiber Optic,No,No,No,Medium,No,22.4,5102.0,107945.0,0,1,14.3,2.5,No
1116,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,Yes,High,Yes,22.9,3107.0,67860.0,2,1,30.1,3.3,Yes
1117,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,Medium,Yes,18.1,3899.0,73146.0,2,1,24.9,1.5,No
1118,Month-to-Month,Bank Transfer,DSL,No,No,No,Medium,No,27.5,2369.0,61926.0,2,2,79.3,3.3,No
1119,One Year,Mailed Check,DSL,Yes,Yes,Yes,Medium,No,32.0,7294.0,217585.0,2,3,36.0,3.7,Yes
