claim_id,policy_type,claim_type,incident_location_type,witnesses_present,agent_flagged_history,police_report_filed,claimant_age,policy_tenure_years,prior_claims_count,days_to_report_claim,claim_amount_kes,estimated_repair_cost_kes,claim_amount_to_policy_limit_ratio,customer_credit_score,claim_status
879,Life,Medical,Urban,Yes,No,,21.0,7.9,1,9.9,38962.0,30930.0,0.681,694.9972221484544,Legitimate
880,Health,Medical,Suburban,Yes,No,,43.0,12.9,0,0.3,290277.0,257506.0,0.238,822.2397148928887,Legitimate
881,Auto,Liability,Suburban,Yes,No,Yes,30.0,7.8,1,1.0,30210.0,28599.0,0.262,776.3523942802166,Legitimate
882,Life,Liability,Suburban,Yes,No,,49.0,4.7,1,5.9,5000.0,4717.0,0.1,542.5841751522315,Legitimate
883,Property,Medical,Suburban,Yes,No,,35.0,7.1,1,7.9,202344.0,235422.0,0.528,848.3769727484737,Legitimate
884,Property,Collision,Suburban,No,No,No,41.0,4.3,0,4.4,503789.0,471861.0,0.807,581.4500019050164,Legitimate
885,Health,Collision,Suburban,Yes,No,No,46.0,1.8,0,5.0,89430.0,81860.0,0.21,713.7719667004819,Legitimate
886,Life,Medical,Urban,Yes,No,,50.0,6.5,0,2.9,47907.0,47095.0,0.534,686.4779467991058,Legitimate
887,Health,Medical,Rural,No,No,,42.0,3.9,0,5.2,178532.0,159624.0,0.192,713.9279314792708,Legitimate
888,Property,Collision,Urban,No,No,No,67.0,16.1,2,4.0,139079.0,118362.0,0.425,632.4773697598281,Legitimate
889,Life,Liability,Rural,Yes,No,,50.0,3.3,2,5.7,33786.0,34232.0,0.422,784.2474868712218,Legitimate
890,Property,Theft,Urban,No,No,No,18.0,5.6,0,15.6,203513.0,184566.0,0.205,491.48099602855444,Legitimate
891,Auto,Liability,Urban,No,No,Yes,48.0,15.7,0,6.0,343266.0,336914.0,0.394,,Legitimate
892,Auto,Theft,Suburban,No,No,No,34.0,2.5,0,5.1,170924.0,177730.0,0.473,,Legitimate
893,Auto,Collision,Suburban,No,No,Yes,45.0,2.7,0,9.2,163407.0,136668.0,0.352,573.6477860701931,Legitimate
894,Life,Theft,Suburban,Yes,Yes,,29.0,17.4,3,7.7,79844.0,65897.0,0.389,519.6720875833923,Legitimate
895,Health,Collision,Suburban,Yes,No,No,58.0,0.8,0,1.3,249637.0,264816.0,0.213,520.3307277584911,Legitimate
896,Health,Collision,Suburban,Yes,No,Yes,25.0,9.8,0,0.3,251785.0,232312.0,0.832,727.7492453476865,Legitimate
897,Life,Medical,Rural,No,No,,42.0,5.3,0,12.7,121868.0,133618.0,0.423,641.6124496016505,Legitimate
898,Property,Collision,Urban,No,No,Yes,45.0,9.7,3,8.4,148272.0,141701.0,0.177,719.0404385300701,Legitimate
899,Health,Medical,Suburban,Yes,No,,29.0,2.4,0,3.0,185210.0,172542.0,0.329,513.375173265787,Legitimate
900,Auto,Collision,Urban,Yes,No,Yes,25.0,1.1,2,1.8,240151.0,215482.0,0.272,659.1815939010125,Legitimate
901,Life,Collision,Urban,Yes,Yes,,47.0,7.4,1,5.0,257588.0,281404.0,0.185,651.8828680401609,Legitimate
902,Auto,Medical,Urban,No,No,,50.0,3.7,0,1.7,194636.0,159953.0,0.248,722.8792341358838,Legitimate
903,Auto,Collision,Urban,Yes,Yes,Yes,49.0,3.9,3,1.8,490449.0,470699.0,0.406,631.238101866694,Legitimate
904,Auto,Liability,Rural,Yes,No,No,62.0,12.1,0,6.2,142998.0,158106.0,0.581,684.651911825327,Legitimate
905,Auto,Collision,Urban,No,No,Yes,36.0,6.6,0,9.1,100786.0,90069.0,0.596,626.571924578862,Legitimate
906,Life,Liability,Suburban,No,No,,46.0,4.8,1,1.8,238320.0,243389.0,0.491,,Legitimate
907,Life,Collision,Rural,Yes,No,,55.0,10.0,0,5.0,58487.0,52250.0,0.321,702.7317578321173,Legitimate
908,Property,Medical,Urban,No,No,,42.0,8.9,0,9.1,108399.0,111367.0,0.185,,Legitimate
909,Property,Theft,Urban,No,No,No,52.0,2.2,1,8.3,131830.0,141041.0,0.38,668.8371333296429,Legitimate
910,Auto,Theft,Urban,No,No,Yes,22.0,2.4,3,1.8,316712.0,299657.0,0.247,760.0182324571449,Legitimate
911,Property,Collision,Suburban,Yes,No,Yes,41.0,1.2,2,4.9,72714.0,78447.0,0.698,410.05207945279346,Legitimate
912,Health,Liability,Suburban,Yes,No,Yes,73.0,2.3,1,14.5,361313.0,373744.0,0.199,638.0305350475453,Legitimate
913,Auto,Medical,Urban,No,No,,24.0,6.2,1,4.2,102916.0,84864.0,0.285,604.6845254748406,Legitimate
914,Auto,Liability,Rural,Yes,No,No,35.0,6.6,1,2.2,137906.0,142374.0,0.214,478.9796836259889,Legitimate
915,Life,Collision,Suburban,No,No,,37.0,4.0,0,0.0,69282.0,77840.0,0.519,577.4205677495534,Legitimate
916,Auto,Fire,Suburban,Yes,No,Yes,39.0,7.4,0,9.2,181234.0,177500.0,0.499,505.4016208010743,Legitimate
917,Property,Theft,Urban,No,Yes,No,47.0,1.8,0,1.6,18442.0,16527.0,0.23,523.6031512759258,Legitimate
918,Auto,Medical,Urban,No,No,,49.0,1.5,0,1.4,124647.0,118628.0,0.457,473.0553832116339,Legitimate
919,Auto,Collision,Urban,No,No,No,49.0,9.9,0,11.4,179954.0,178093.0,0.221,636.7504407561722,Legitimate
920,Auto,Fire,Urban,No,No,Yes,20.0,4.0,1,4.9,181909.0,177936.0,0.221,639.9160135348232,Legitimate
921,Auto,Medical,Urban,Yes,No,,34.0,5.2,1,2.2,162048.0,154891.0,0.688,494.48810069338987,Legitimate
922,Auto,Collision,Urban,No,No,Yes,22.0,9.4,0,0.8,257672.0,267060.0,0.197,660.3627819714803,Legitimate
923,Health,Theft,Urban,No,Yes,No,32.0,6.3,0,4.2,678061.0,712790.0,0.208,673.8464950766795,Legitimate
924,Health,Medical,Urban,Yes,No,,28.0,4.9,2,3.4,114935.0,108836.0,0.205,606.4138294422405,Legitimate
925,Property,Medical,Urban,No,No,,44.0,5.8,0,4.6,55827.0,51177.0,0.183,621.1300448885124,Legitimate
926,Life,Theft,Rural,No,No,,29.0,6.8,0,3.6,101928.0,106916.0,0.508,813.9026833871218,Fraudulent
927,Life,Medical,Urban,No,No,,58.0,4.9,1,3.6,148254.0,153591.0,0.456,685.8392922076079,Legitimate
928,Auto,Collision,Rural,Yes,No,Yes,24.0,2.5,0,5.6,191036.0,222437.0,0.285,615.7641292612018,Legitimate
929,Auto,Medical,Suburban,No,No,,52.0,9.3,0,6.3,151885.0,163929.0,0.176,767.217237685632,Legitimate
930,Auto,Medical,Rural,Yes,No,,32.0,8.0,1,4.6,278120.0,317804.0,0.263,638.6489215336439,Legitimate
931,Property,Medical,Rural,Yes,No,,26.0,7.1,0,8.6,105769.0,114338.0,0.181,590.4411892071611,Legitimate
932,Life,Theft,Urban,Yes,No,,46.0,11.1,0,0.5,105589.0,94810.0,0.247,698.3287585017246,Legitimate
933,Auto,Theft,Suburban,Yes,Yes,Yes,40.0,5.8,0,8.8,115402.0,110101.0,0.705,686.2310434844944,Fraudulent
934,Property,Theft,Suburban,Yes,No,Yes,42.0,2.4,1,4.3,39474.0,46195.0,0.733,811.0866295942618,Legitimate
935,Health,Medical,Suburban,No,No,,28.0,2.3,1,2.3,191466.0,156526.0,0.286,584.3129028439265,Legitimate
936,Health,Medical,Suburban,No,No,,53.0,1.4,3,12.3,85002.0,85912.0,0.232,679.1252847886255,Legitimate
937,Health,Liability,Rural,No,No,Yes,60.0,2.1,0,2.5,114373.0,110834.0,0.234,707.2247447366185,Legitimate
938,Auto,Theft,Urban,No,No,Yes,52.0,16.7,3,7.1,202021.0,192646.0,0.459,642.7682248694088,Legitimate
939,Health,Theft,Suburban,Yes,No,No,57.0,4.4,1,3.9,104805.0,109936.0,0.234,540.8246175416679,Legitimate
940,Health,Collision,Suburban,No,No,No,62.0,3.2,0,6.8,174666.0,158132.0,0.257,592.437134929022,Legitimate
941,Auto,Fire,Suburban,Yes,No,Yes,70.0,13.1,2,4.0,45006.0,45413.0,0.196,631.5227953358839,Legitimate
942,Auto,Collision,Urban,No,No,Yes,36.0,6.9,3,8.0,225028.0,206508.0,0.171,605.7978609188137,Legitimate
943,Property,Medical,Urban,Yes,No,,34.0,8.3,1,16.4,133318.0,124746.0,0.187,616.8769287929751,Legitimate
944,Property,Collision,Suburban,Yes,No,Yes,48.0,30.0,1,2.0,48876.0,50866.0,0.712,595.0625110379153,Legitimate
945,Health,Medical,Rural,No,No,,20.0,15.0,2,6.8,32062.0,31857.0,0.319,597.7606597987284,Legitimate
946,Property,Collision,Urban,Yes,No,Yes,59.0,7.7,1,1.3,41353.0,35266.0,0.277,705.1629512468326,Legitimate
947,Auto,Collision,Suburban,No,No,Yes,37.0,11.6,1,4.2,64490.0,57431.0,0.285,624.844659876271,Legitimate
948,Life,Fire,Rural,Yes,No,,53.0,3.4,1,6.5,128895.0,122965.0,0.311,703.8952938430239,Legitimate
949,Auto,Fire,Urban,Yes,No,No,34.0,3.6,2,1.9,144781.0,132563.0,0.239,710.3793031937926,Legitimate
950,Life,Fire,Rural,Yes,No,,41.0,2.9,0,11.6,9216.0,10380.0,0.184,826.3924690467406,Legitimate
951,Auto,Theft,Suburban,Yes,No,Yes,41.0,1.9,0,4.4,244760.0,240234.0,0.368,850.0,Legitimate
952,Life,Collision,Urban,Yes,No,,48.0,7.4,3,7.2,193054.0,196162.0,0.228,746.651485672293,Legitimate
953,Health,Collision,Urban,Yes,No,Yes,33.0,2.7,1,6.3,515413.0,463926.0,0.179,752.3357949247087,Legitimate
954,Health,Collision,Urban,No,No,Yes,21.0,1.5,1,15.3,206054.0,197110.0,0.614,780.0839483414725,Legitimate
955,Auto,Collision,Urban,Yes,No,Yes,32.0,12.3,2,4.0,153602.0,151938.0,0.322,580.532592513855,Legitimate
956,Auto,Fire,Suburban,No,No,No,38.0,5.5,1,7.0,10446.0,10635.0,0.209,535.907232214325,Legitimate
957,Auto,Collision,Urban,Yes,No,No,28.0,2.3,0,6.0,177032.0,183586.0,0.198,726.7671011697554,Legitimate
958,Auto,Collision,Rural,No,No,Yes,28.0,2.5,0,8.5,170228.0,196851.0,0.186,741.2642415987832,Legitimate
959,Health,Fire,Urban,Yes,No,Yes,46.0,3.5,1,6.4,242428.0,228979.0,0.346,579.4045401111415,Legitimate
960,Property,Medical,Urban,Yes,No,,67.0,1.4,0,4.6,377844.0,349528.0,0.312,752.2006156693208,Legitimate
961,Health,Fire,Suburban,Yes,No,Yes,44.0,14.6,2,0.4,93578.0,107415.0,0.64,640.4711978550387,Legitimate
962,Health,Medical,Rural,No,No,,44.0,0.7,0,4.4,58186.0,60310.0,0.265,656.9276124356436,Legitimate
963,Auto,Fire,Rural,No,No,No,50.0,14.1,0,7.5,148377.0,152014.0,0.273,655.1744533019939,Legitimate
964,Property,Medical,Urban,No,No,,42.0,7.0,0,2.2,59972.0,53701.0,0.826,675.3261873452676,Legitimate
965,Health,Collision,Urban,No,No,Yes,53.0,1.7,0,14.4,320114.0,315417.0,0.171,737.8266271691175,Legitimate
966,Auto,Collision,Urban,Yes,No,No,25.0,0.6,0,1.5,159815.0,152352.0,0.561,696.3196058754785,Legitimate
967,Auto,Theft,Suburban,Yes,No,No,54.0,2.2,0,5.2,333293.0,278298.0,0.201,798.8543781091118,Legitimate
968,Property,Medical,Urban,Yes,No,,18.0,3.5,1,4.5,360630.0,364008.0,0.206,721.2614292709088,Legitimate
969,Life,Fire,Suburban,Yes,No,,24.0,2.8,2,0.8,14263.0,12968.0,0.248,721.3897640306396,Legitimate
970,Auto,Fire,Rural,No,No,Yes,18.0,12.1,0,6.9,134284.0,145175.0,0.175,635.5295456649305,Legitimate
971,Health,Collision,Urban,No,No,Yes,66.0,6.2,0,0.9,65314.0,75047.0,0.221,795.6014018000327,Legitimate
972,Life,Medical,Urban,No,No,,34.0,1.4,0,6.3,143949.0,144959.0,0.325,537.9626599946369,Legitimate
973,Life,Fire,Urban,No,No,,18.0,6.3,1,4.3,135212.0,127666.0,0.186,613.7381096972614,Legitimate
974,Life,Theft,Urban,Yes,No,,57.0,1.7,0,15.3,182475.0,190529.0,0.262,743.4273218579924,Legitimate
975,Health,Medical,Rural,Yes,Yes,,38.0,2.6,2,8.4,378019.0,374779.0,0.497,461.7402912349909,Legitimate
976,Auto,Collision,Suburban,No,No,No,41.0,0.6,1,7.5,138204.0,143757.0,0.304,611.0321058913374,Legitimate
977,Property,Fire,Urban,Yes,No,Yes,34.0,13.0,0,1.9,120679.0,108788.0,0.231,684.77663621104,Legitimate
978,Auto,Medical,Suburban,Yes,No,,61.0,0.7,1,5.8,174399.0,188005.0,0.203,672.6640812730087,Legitimate
979,Health,Collision,Urban,Yes,No,Yes,44.0,3.9,0,6.1,607552.0,602287.0,0.615,623.3566984987419,Legitimate
980,Auto,Medical,Urban,No,No,,18.0,4.6,4,3.1,297310.0,340046.0,0.661,546.7661773439578,Fraudulent
981,Life,Theft,Rural,Yes,No,,22.0,1.5,1,2.2,99818.0,108197.0,0.456,728.5094715189331,Legitimate
982,Property,Liability,Urban,No,No,No,43.0,6.3,1,3.4,444472.0,501398.0,0.201,768.2046722346086,Legitimate
983,Life,Liability,Urban,Yes,No,,51.0,8.1,2,5.2,134557.0,132609.0,0.212,622.1509511167898,Legitimate
984,Health,Medical,Suburban,No,No,,31.0,2.2,1,8.1,280696.0,287400.0,0.39,633.1146556971042,Legitimate
985,Property,Medical,Suburban,Yes,No,,41.0,9.5,1,8.0,36405.0,39562.0,0.68,711.2089176593383,Legitimate
986,Property,Theft,Urban,Yes,No,Yes,49.0,1.6,2,0.7,175793.0,201368.0,0.374,,Legitimate
987,Property,Fire,Suburban,No,No,No,31.0,5.6,1,3.3,121835.0,131541.0,0.277,666.7724793509597,Legitimate
988,Health,Collision,Urban,No,No,Yes,25.0,5.4,0,0.2,191612.0,189899.0,0.327,720.4192897943535,Legitimate
989,Property,Theft,Rural,No,No,Yes,42.0,1.0,1,1.7,361004.0,429539.0,0.303,550.6672565316151,Legitimate
990,Property,Medical,Urban,Yes,No,,46.0,8.4,0,17.2,160614.0,169447.0,0.543,621.5442057422715,Legitimate
991,Auto,Theft,Rural,Yes,No,Yes,46.0,12.6,2,5.1,67973.0,58077.0,0.798,613.4830345473266,Fraudulent
992,Auto,Medical,Urban,No,No,,49.0,8.3,0,7.0,282308.0,228990.0,0.256,850.0,Legitimate
993,Health,Theft,Rural,No,No,Yes,44.0,4.9,0,4.7,38001.0,29398.0,0.652,730.1607859048663,Legitimate
994,Health,Collision,Rural,No,No,No,57.0,2.8,3,1.6,73214.0,64316.0,0.236,638.3629508478094,Legitimate
995,Health,Theft,Suburban,Yes,No,Yes,41.0,5.0,0,6.7,420846.0,444843.0,0.226,630.5386254730116,Legitimate
996,Auto,Liability,Rural,Yes,No,Yes,39.0,2.3,1,2.2,275188.0,261925.0,0.186,755.8824959278915,Legitimate
997,Auto,Liability,Urban,Yes,No,Yes,42.0,7.1,0,2.9,236553.0,224711.0,0.666,704.3020765615627,Legitimate
998,Property,Fire,Urban,No,No,Yes,25.0,2.8,1,2.3,284534.0,294824.0,0.763,848.4019771123818,Fraudulent
999,Property,Collision,Rural,Yes,No,No,18.0,3.5,1,1.5,328782.0,349128.0,0.225,712.2873923740538,Legitimate
1000,Auto,Medical,Urban,No,No,,44.0,3.4,1,7.6,117315.0,90170.0,0.235,476.2427295574808,Legitimate
1001,Property,Collision,Urban,No,No,No,49.0,6.3,1,8.8,61066.0,51721.0,0.776,584.1289483755417,Legitimate
1002,Auto,Collision,Urban,No,No,Yes,53.0,3.2,1,3.4,165818.0,193652.0,0.435,662.9462101329493,Legitimate
1003,Auto,Liability,Suburban,No,No,No,44.0,0.3,1,4.5,260062.0,286822.0,0.511,407.7721481371782,Legitimate
1004,Auto,Fire,Suburban,Yes,No,No,26.0,3.1,2,0.6,263061.0,266787.0,0.185,651.7178101184031,Legitimate
1005,Auto,Liability,Urban,Yes,No,No,57.0,4.6,0,4.6,66279.0,67247.0,0.269,,Legitimate
1006,Auto,Theft,Rural,Yes,No,No,36.0,1.6,1,3.3,302733.0,308193.0,0.476,687.2563378841928,Legitimate
1007,Auto,Medical,Urban,No,No,,59.0,2.1,1,1.5,25530.0,25941.0,0.502,758.7738846050762,Legitimate
1008,Auto,Liability,Suburban,No,No,Yes,40.0,1.2,0,6.0,166490.0,177318.0,0.283,497.82886877584826,Legitimate
1009,Health,Collision,Urban,Yes,No,Yes,29.0,7.5,1,7.7,127857.0,136813.0,0.579,750.1780410629689,Legitimate
1010,Property,Medical,Suburban,No,No,,38.0,3.7,1,0.7,587899.0,557673.0,0.54,649.9648962900217,Legitimate
1011,Auto,Medical,Urban,No,No,,53.0,5.0,0,9.6,117705.0,95833.0,0.282,648.276059187739,Legitimate
1012,Health,Fire,Suburban,Yes,No,Yes,40.0,19.3,2,4.6,267284.0,273776.0,0.462,736.232142444511,Legitimate
1013,Health,Theft,Suburban,Yes,No,No,32.0,5.3,1,3.8,12255.0,11008.0,0.243,703.686424171198,Legitimate
1014,Auto,Collision,Rural,Yes,No,Yes,29.0,3.5,0,2.4,238285.0,248272.0,0.265,649.4804854492827,Legitimate
1015,Auto,Fire,Suburban,No,No,No,71.0,2.3,0,1.4,89424.0,88686.0,0.384,767.5362867956698,Legitimate
1016,Health,Liability,Urban,Yes,No,Yes,33.0,15.6,0,15.7,127499.0,134059.0,0.342,789.8819910904424,Legitimate
1017,Health,Collision,Urban,Yes,Yes,Yes,26.0,4.4,0,2.2,55702.0,52662.0,0.53,663.2610211989946,Fraudulent
1018,Property,Fire,Suburban,No,No,No,62.0,3.5,1,3.5,68815.0,62069.0,0.365,482.884656986599,Legitimate
1019,Health,Liability,Rural,No,No,No,45.0,12.2,3,5.7,459032.0,464718.0,0.181,636.8569694543104,Legitimate
1020,Health,Collision,Urban,Yes,No,No,60.0,0.5,0,8.5,258357.0,235830.0,0.301,664.8138174368452,Legitimate
1021,Health,Medical,Suburban,Yes,No,,53.0,9.7,0,0.9,15822.0,14993.0,0.316,,Legitimate
1022,Auto,Collision,Urban,No,No,Yes,58.0,2.7,1,6.1,204827.0,213959.0,0.196,750.1101524289032,Legitimate
1023,Health,Theft,Suburban,Yes,No,No,33.0,4.8,1,6.2,102869.0,104378.0,0.644,,Fraudulent
1024,Health,Collision,Rural,Yes,No,No,51.0,9.4,0,5.6,238966.0,240070.0,0.316,760.0571266173848,Legitimate
1025,Property,Medical,Urban,Yes,Yes,,37.0,12.3,1,7.9,118256.0,121091.0,0.188,674.3156058312683,Legitimate
1026,Auto,Medical,Urban,No,No,,58.0,6.3,0,7.6,220158.0,235704.0,0.312,720.419466365043,Legitimate
1027,Life,Collision,Urban,Yes,No,,22.0,11.9,0,2.0,96785.0,91380.0,0.337,496.6461906721885,Legitimate
1028,Auto,Liability,Suburban,No,No,Yes,43.0,3.1,2,4.0,76467.0,67622.0,0.171,451.7249664471891,Legitimate
1029,Health,Collision,Urban,Yes,No,No,43.0,5.3,1,8.3,48583.0,54056.0,0.196,572.8955931447858,Legitimate
1030,Auto,Medical,Rural,Yes,No,,37.0,5.2,0,0.9,169763.0,170305.0,0.475,,Legitimate
1031,Property,Theft,Rural,Yes,No,No,37.0,11.8,1,10.6,161384.0,166377.0,0.211,626.2409945920994,Legitimate
1032,Health,Theft,Rural,Yes,No,Yes,29.0,5.1,1,6.3,128574.0,119757.0,0.369,719.0474361095503,Legitimate
1033,Life,Theft,Urban,Yes,No,,59.0,4.4,5,8.4,5000.0,5386.0,0.1,850.0,Legitimate
1034,Auto,Collision,Urban,Yes,No,No,24.0,4.5,1,8.2,340996.0,361120.0,0.74,572.705466560438,Legitimate
1035,Auto,Medical,Rural,Yes,No,,50.0,6.5,0,5.0,615887.0,557652.0,0.451,653.9289945364349,Legitimate
1036,Auto,Liability,Urban,No,No,No,36.0,8.2,0,6.8,98858.0,100625.0,0.248,658.9094508774166,Legitimate
1037,Auto,Collision,Rural,No,No,Yes,32.0,2.7,0,1.5,243105.0,270985.0,0.208,692.4566500994052,Legitimate
1038,Health,Collision,Rural,No,No,Yes,47.0,12.6,2,5.0,113537.0,117850.0,0.176,623.5451553348113,Legitimate
1039,Auto,Liability,Rural,No,No,Yes,74.0,12.4,0,8.9,144790.0,134939.0,0.534,729.8070206128436,Legitimate
1040,Auto,Collision,Urban,No,No,No,48.0,6.6,1,3.3,169761.0,162543.0,0.223,804.8784304956432,Legitimate
1041,Auto,Fire,Suburban,Yes,No,Yes,43.0,0.7,4,3.3,180791.0,214395.0,0.519,706.8056497576841,Legitimate
1042,Auto,Collision,Urban,Yes,No,No,51.0,4.7,1,3.5,219100.0,235726.0,0.216,592.0278864521628,Legitimate
1043,Life,Collision,Rural,No,No,,71.0,5.2,1,0.4,93582.0,105829.0,0.191,771.2703966557523,Legitimate
1044,Life,Theft,Urban,No,No,,33.0,2.7,1,2.8,50114.0,53893.0,0.372,681.4676072380933,Legitimate
1045,Auto,Medical,Urban,Yes,No,,37.0,2.5,1,3.2,256085.0,244518.0,0.345,791.0436568317562,Legitimate
1046,Auto,Medical,Urban,No,No,,30.0,4.1,1,9.6,317554.0,301553.0,0.206,554.4746337598737,Legitimate
1047,Property,Theft,Urban,No,No,Yes,41.0,2.2,2,6.7,276461.0,273339.0,0.236,610.8907132879433,Legitimate
1048,Life,Theft,Urban,Yes,No,,54.0,8.1,2,2.0,285557.0,278127.0,0.169,,Legitimate
1049,Health,Theft,Urban,Yes,No,Yes,52.0,3.0,0,8.2,121915.0,131286.0,0.239,731.7226689548229,Legitimate
1050,Auto,Medical,Suburban,Yes,No,,43.0,15.6,1,2.7,120547.0,131427.0,0.207,635.2390999816769,Legitimate
1051,Auto,Theft,Suburban,No,Yes,Yes,49.0,1.9,0,1.1,34585.0,34571.0,0.241,502.06226908237204,Legitimate
1052,Auto,Theft,Urban,Yes,No,Yes,43.0,2.0,0,0.4,38873.0,45255.0,0.193,621.4836891376117,Legitimate
1053,Auto,Fire,Suburban,Yes,No,Yes,31.0,4.7,1,4.1,379337.0,340035.0,0.17,450.0434782682933,Legitimate
1054,Property,Medical,Urban,No,No,,48.0,0.5,0,5.0,132448.0,128270.0,0.591,652.6760750637796,Fraudulent
1055,Auto,Medical,Urban,Yes,No,,56.0,3.3,2,6.7,368536.0,321578.0,0.764,697.953642196798,Fraudulent
1056,Health,Collision,Suburban,No,No,Yes,37.0,6.3,1,3.6,166789.0,156375.0,0.6,600.5262762472881,Legitimate
1057,Auto,Medical,Urban,No,No,,69.0,5.1,1,3.0,355796.0,369352.0,0.192,548.3359834062469,Fraudulent
1058,Auto,Fire,Urban,No,No,Yes,29.0,5.1,0,2.7,145021.0,152117.0,0.719,625.0592493960538,Legitimate
1059,Health,Medical,Urban,Yes,No,,56.0,4.4,0,4.6,124768.0,150809.0,0.257,714.8621319770824,Legitimate
1060,Auto,Fire,Suburban,Yes,Yes,Yes,42.0,7.4,1,4.5,127372.0,131845.0,0.64,783.7250519810494,Fraudulent
1061,Property,Medical,Suburban,No,No,,27.0,3.2,0,9.3,125210.0,126896.0,0.557,666.4617507562244,Legitimate
1062,Health,Liability,Urban,No,No,Yes,36.0,10.0,1,15.1,303782.0,271895.0,0.232,764.3717182116122,Legitimate
1063,Property,Theft,Urban,No,No,No,33.0,6.9,0,8.8,85160.0,83408.0,0.218,844.4690391113521,Legitimate
1064,Property,Collision,Urban,No,No,No,38.0,7.9,1,2.9,80315.0,94788.0,0.311,495.9689547813354,Legitimate
1065,Health,Medical,Rural,No,No,,29.0,16.8,0,3.8,271433.0,293823.0,0.252,676.3585950866669,Legitimate
1066,Auto,Collision,Urban,Yes,No,Yes,37.0,12.1,2,1.9,290800.0,306896.0,0.185,614.9018756018957,Legitimate
1067,Auto,Theft,Urban,Yes,No,Yes,25.0,5.1,0,1.4,281973.0,252599.0,0.184,724.7329400286137,Legitimate
1068,Health,Collision,Rural,Yes,No,No,42.0,10.9,0,1.0,70457.0,72061.0,0.324,704.3586087414055,Legitimate
1069,Life,Medical,Suburban,No,No,,48.0,4.0,1,12.1,182488.0,156283.0,0.186,649.1542161955365,Legitimate
1070,Health,Theft,Suburban,No,No,Yes,21.0,1.5,1,8.2,43028.0,47371.0,0.319,733.7195285374579,Fraudulent
1071,Health,Collision,Suburban,Yes,No,Yes,27.0,2.8,1,7.1,87985.0,100456.0,0.445,550.0024081717321,Legitimate
1072,Auto,Medical,Urban,No,No,,63.0,7.8,1,9.8,531344.0,539159.0,0.181,635.8888301176581,Legitimate
1073,Auto,Collision,Urban,No,No,No,35.0,13.6,0,5.5,333750.0,361965.0,0.261,744.3293683593749,Legitimate
1074,Auto,Collision,Urban,Yes,No,No,18.0,0.8,0,3.7,74932.0,73104.0,0.305,605.8123063402164,Legitimate
1075,Auto,Liability,Urban,Yes,No,No,42.0,6.2,0,3.6,737649.0,733440.0,0.188,535.7986736056405,Legitimate
1076,Auto,Medical,Rural,No,No,,51.0,8.6,2,3.3,313971.0,370939.0,0.204,750.9642854598947,Legitimate
1077,Property,Collision,Suburban,No,No,No,18.0,5.9,0,11.2,48439.0,44657.0,0.214,634.8680195695097,Legitimate
1078,Auto,Collision,Urban,No,No,Yes,49.0,6.6,1,7.2,81843.0,88190.0,0.252,708.7347368567507,Legitimate
1079,Life,Collision,Suburban,Yes,No,,46.0,23.0,1,3.1,16642.0,15397.0,0.261,653.952104341246,Legitimate
1080,Auto,Theft,Rural,No,No,Yes,47.0,8.0,1,4.8,110393.0,117708.0,0.462,511.13657025277996,Legitimate
1081,Auto,Liability,Suburban,Yes,No,Yes,43.0,5.4,0,3.4,130001.0,129938.0,0.638,605.4171613730913,Legitimate
1082,Health,Medical,Suburban,Yes,No,,37.0,5.3,1,7.6,44551.0,49647.0,0.222,613.8498372952159,Legitimate
1083,Property,Medical,Urban,Yes,No,,60.0,3.7,0,4.1,208269.0,195827.0,0.176,583.7450872439882,Legitimate
1084,Life,Medical,Suburban,Yes,No,,71.0,3.6,0,4.5,135924.0,127927.0,0.34,649.5981647992827,Legitimate
1085,Health,Theft,Suburban,No,No,No,52.0,8.3,2,4.9,94614.0,86672.0,0.197,772.5478384959639,Legitimate
1086,Auto,Liability,Rural,Yes,No,Yes,42.0,6.3,0,2.8,623464.0,566948.0,0.346,736.4551514804243,Legitimate
1087,Health,Collision,Urban,Yes,No,Yes,52.0,7.0,1,3.1,46239.0,49778.0,0.463,624.5359341189321,Legitimate
1088,Life,Medical,Urban,No,No,,47.0,5.2,0,2.0,81344.0,88066.0,0.186,588.3433429722011,Legitimate
1089,Auto,Theft,Suburban,No,No,Yes,32.0,8.3,3,2.5,67750.0,62129.0,0.544,653.7416914215862,Fraudulent
1090,Auto,Collision,Rural,Yes,No,No,42.0,5.3,1,19.8,310277.0,307385.0,0.396,622.3205123331146,Legitimate
1091,Property,Collision,Rural,Yes,No,Yes,26.0,15.3,0,2.1,114725.0,117114.0,0.327,835.1189792999335,Legitimate
1092,Auto,Theft,Urban,No,No,Yes,37.0,3.9,0,0.4,285327.0,321036.0,0.638,738.3714186042015,Fraudulent
1093,Auto,Fire,Rural,No,No,No,49.0,12.4,0,0.1,48551.0,49564.0,0.283,647.7616056422221,Legitimate
1094,Auto,Medical,Urban,Yes,No,,47.0,6.8,0,4.0,179261.0,186883.0,0.72,659.5283787876683,Legitimate
1095,Health,Medical,Urban,Yes,No,,40.0,15.5,1,29.7,80659.0,79293.0,0.286,515.0588415223617,Legitimate
1096,Life,Liability,Urban,No,No,,35.0,3.6,0,2.2,191661.0,183242.0,0.193,728.42008446544,Legitimate
1097,Auto,Fire,Suburban,Yes,No,No,36.0,7.7,1,5.7,416445.0,437412.0,0.491,803.7729054659258,Legitimate
